,Categoria,Area construida,Preço,Quartos,Banheiros,Vagas,Bairro
1121,Apartamentos,51.0,200000.0,2,2,2,Vale Quem Tem
1122,Apartamentos,65.0,140000.0,2,2,1,Cristo Rei
1123,Apartamentos,250.0,200000.0,3,1,2,Cristo Rei
1124,Apartamentos,48.0,160000.0,2,1,1,Santa Isabel
1125,Casas,105.0,330000.0,3,2,4,Vale Quem Tem
1126,Apartamentos,75.0,355000.0,3,1,2,Santa Isabel
1127,Casas,99.0,170000.0,2,1,2,Piçarreira
1128,Casas,414.0,850000.0,3,3,3,Campestre
1129,Apartamentos,65.0,190000.0,3,1,1,Uruguai
1130,Apartamentos,97.0,270000.0,2,1,2,Campestre
1131,Apartamentos,50.0,135000.0,2,1,1,Vale do Gavião
1132,Apartamentos,72.0,390000.0,3,1,2,São João
1133,Casas,162.0,650000.0,3,2,4,Acarape
1134,Apartamentos,60.0,260000.0,3,2,1,Uruguai
1135,Casas,120.0,250000.0,3,1,2,Mafuá
1137,Apartamentos,190.0,850000.0,3,4,2,Ininga
1138,Apartamentos,206.0,1380000.0,4,4,3,Fátima
1139,Apartamentos,74.0,470000.0,2,2,1,Santa Isabel
1140,Apartamentos,74.0,215000.0,3,2,1,Gurupi
1141,Apartamentos,89.0,260000.0,3,3,1,Santa Isabel
1142,Casas,186.0,850000.0,4,5,3,Ininga
1143,Casas,129.0,395000.0,3,2,2,Vale Quem Tem
1145,Casas,93.0,359000.0,3,3,1,Pedra Mole
1146,Casas,140.0,750000.0,4,4,2,Zoobotânico
1147,Casas,239.0,1700000.0,4,5,4,Tabajaras
1148,Apartamentos,264.0,2545000.0,4,5,3,Jóquei
1149,Casas,200.0,600000.0,4,3,3,Recanto das Palmeiras
1150,Apartamentos,120.0,587000.0,3,1,2,Ininga
1151,Apartamentos,54.0,170000.0,1,1,1,Piçarreira
1152,Casas,200.0,850000.0,4,1,2,Santa Isabel
1153,Apartamentos,78.0,460000.0,3,2,2,São Cristóvão
1154,Casas,186.0,600000.0,2,1,2,Centro
1155,Apartamentos,60.0,320000.0,3,2,1,São Cristóvão
1156,Apartamentos,113.0,280000.0,3,3,1,Marquês
1158,Casas,222.0,700000.0,5,5,4,Planalto
1159,Apartamentos,80.0,240000.0,3,2,1,Santa Isabel
1160,Casas,428.0,960000.0,3,3,2,Centro
1161,Apartamentos,63.0,180000.0,3,1,1,Todos os Santos
1162,Casas,228.0,1600000.0,4,4,2,Uruguai
1163,Apartamentos,65.0,220000.0,2,1,1,Santa Isabel
1164,Casas,240.0,230000.0,3,2,3,Vale Quem Tem
1165,Apartamentos,46.0,130000.0,2,1,1,Vale do Gavião
1166,Casas,52.0,169900.0,2,1,2,Portal da Alegria
1167,Casas,450.0,800000.0,3,1,5,Horto
1168,Casas,160.0,680000.0,4,1,2,Morros
1169,Casas,374.0,1600000.0,4,4,2,Fátima
1170,Casas,160.0,680000.0,4,1,2,Morros
1171,Casas,500.0,280000.0,1,1,2,Aeroporto
1172,Apartamentos,47.0,110000.0,2,1,1,Itararé
1173,Apartamentos,40.0,115000.0,2,1,1,Tancredo Neves
1174,Casas,150.0,330000.0,4,1,1,Tabuleta
1175,Casas,115.0,354000.0,3,1,4,Vale Quem Tem
1176,Casas,253.0,350000.0,3,1,2,Monte Castelo
1177,Casas,200.0,200000.0,2,1,2,Vale Quem Tem
1178,Casas,160.0,280000.0,3,1,1,Vale Quem Tem
1179,Casas,60.0,200000.0,2,1,2,Monte Castelo
1180,Apartamentos,75.0,240000.0,3,2,1,Cristo Rei
1181,Casas,300.0,230000.0,3,1,2,Bela Vista
1182,Apartamentos,159.0,1300000.0,3,4,3,Jóquei
1183,Apartamentos,45.0,120000.0,2,1,2,Vale Quem Tem
1184,Casas,62.0,190000.0,3,1,2,Vale Quem Tem
1185,Apartamentos,65.0,410000.0,1,1,1,Fátima
1186,Apartamentos,73.0,220000.0,3,1,1,Ilhotas
1187,Casas,105.0,315000.0,3,2,5,Vale Quem Tem
1188,Apartamentos,77.0,260000.0,3,1,1,Campestre
1189,Apartamentos,65.0,350000.0,3,2,2,Cristo Rei
1190,Apartamentos,65.0,265000.0,3,1,1,Piçarreira
1191,Apartamentos,51.0,180000.0,2,2,1,Uruguai
1192,Apartamentos,49.0,150000.0,2,1,1,Aeroporto
1193,Casas,300.0,450000.0,4,1,4,Vermelha
1194,Apartamentos,44.0,128000.0,2,1,2,Primavera
1195,Casas,300.0,550000.0,3,2,2,Fátima
1196,Apartamentos,46.0,120000.0,2,1,1,Vale do Gavião
1197,Apartamentos,76.0,239000.0,1,3,1,Horto
1198,Casas,789.0,900000.0,4,1,3,Morada do Sol
1199,Casas,100.0,169000.0,2,2,1,Vale do Gavião
1200,Apartamentos,58.0,272200.0,2,2,2,Aeroporto
1201,Apartamentos,46.0,130000.0,2,1,1,Vale do Gavião
1202,Casas,213.0,1650000.0,3,3,2,Tabajaras
1203,Apartamentos,75.0,374900.0,3,2,2,Santa Isabel
1204,Apartamentos,65.0,230000.0,3,2,1,Uruguai
1205,Apartamentos,160.0,690000.0,3,1,1,Frei Serafim
1207,Casas,132.0,550000.0,3,3,4,Zoobotânico
1208,Apartamentos,51.0,450000.0,1,1,1,Fátima
1209,Apartamentos,75.0,290000.0,3,2,1,Piçarreira
1210,Casas,520.0,2400000.0,3,3,4,Uruguai
1211,Casas,180.0,740000.0,4,4,2,Morros
1212,Apartamentos,73.0,450000.0,3,2,2,Ininga
1213,Apartamentos,100.0,575000.0,3,4,3,Horto
1215,Apartamentos,341.0,2500000.0,4,4,3,Jóquei
1216,Apartamentos,106.0,850000.0,3,4,2,Horto
1217,Apartamentos,99.0,220000.0,2,2,1,Santa Isabel
1218,Apartamentos,48.0,140000.0,2,1,1,Cidade Nova
1219,Apartamentos,69.0,230000.0,3,2,1,Cristo Rei
1220,Apartamentos,59.0,230000.0,3,2,1,Santa Lia
1221,Apartamentos,69.0,365000.0,3,3,2,Recanto das Palmeiras
1222,Apartamentos,41.0,353154.0,1,1,1,Fátima
1223,Apartamentos,71.0,319245.0,3,2,2,Uruguai
1224,Apartamentos,55.0,165000.0,2,1,1,Gurupi
1225,Casas,230.0,260000.0,5,5,2,Monte Castelo
1226,Casas,244.0,2300000.0,5,5,4,Centro
1227,Apartamentos,127.0,1211282.0,3,4,3,Jóquei
1228,Casas,89.0,180000.0,3,1,2,Vale Quem Tem
1229,Casas,77.0,289000.0,3,2,2,Aroeiras
1230,Apartamentos,59.0,226000.0,3,2,1,Vale Quem Tem
1231,Apartamentos,76.0,430000.0,3,1,2,Noivos
1232,Apartamentos,76.0,570000.0,2,1,2,Horto
1233,Apartamentos,60.0,239000.0,2,1,1,Santa Lia
1234,Apartamentos,76.0,390000.0,1,1,1,Jóquei
1235,Apartamentos,133.0,780000.0,3,1,2,Fátima
1236,Apartamentos,64.0,170000.0,3,2,1,Campestre
1237,Casas,675.0,1200000.0,3,2,4,Centro
1238,Apartamentos,77.0,250000.0,3,2,1,Santa Isabel
1239,Casas,200.0,200000.0,3,1,2,Três Andares
1240,Apartamentos,50.0,160000.0,2,2,1,Gurupi
1241,Apartamentos,88.0,450000.0,3,2,2,Santa Isabel
1242,Apartamentos,85.0,300000.0,3,1,2,Horto
1243,Apartamentos,75.0,330000.0,2,2,1,São Cristóvão
1244,Casas,567.0,570000.0,3,1,3,Morada do Sol
1245,Apartamentos,119.0,600000.0,3,3,2,Fátima
1246,Casas,163.0,250000.0,3,2,2,Parque Piauí
1247,Apartamentos,69.0,190000.0,3,1,1,Zoobotânico
1248,Casas,408.0,880000.0,5,1,4,Centro
1249,Apartamentos,67.0,280000.0,3,1,1,Planalto
1250,Casas,89.0,443780.0,3,2,2,Gurupi
1251,Apartamentos,65.0,185000.0,3,1,1,Uruguai
1252,Apartamentos,45.0,130000.0,2,1,1,Centro
1253,Casas,396.0,800000.0,4,2,3,Planalto
1254,Apartamentos,74.0,295000.0,3,2,1,Santa Isabel
1255,Apartamentos,73.0,300000.0,3,2,1,Horto
1256,Casas,400.0,600000.0,3,3,4,Centro
1257,Apartamentos,76.0,350000.0,3,3,2,Jóquei
1258,Casas,250.0,250000.0,2,2,1,Aeroporto
1259,Apartamentos,74.0,220000.0,3,1,1,Ininga
1260,Casas,200.0,350000.0,2,1,2,Vale Quem Tem
1261,Apartamentos,47.0,130000.0,2,1,1,Morros
1262,Casas,300.0,180000.0,3,1,2,Portal da Alegria
1263,Casas,200.0,180000.0,3,1,1,Vale Quem Tem
1264,Apartamentos,105.0,700000.0,3,2,2,Fátima
1265,Apartamentos,67.0,450000.0,3,2,2,Jóquei
1266,Casas,315.0,460000.0,2,1,2,São João
1267,Casas,200.0,180000.0,2,2,1,Santa Maria
1268,Casas,500.0,450000.0,4,2,2,Horto
1269,Apartamentos,48.0,135000.0,2,1,1,Cidade Jardim
1270,Apartamentos,45.0,170000.0,2,1,1,Vale Quem Tem
1271,Apartamentos,80.0,770000.0,2,2,2,Fátima
1272,Apartamentos,92.0,260000.0,3,2,2,Jóquei
1273,Apartamentos,172.0,670000.0,3,1,1,Frei Serafim
1274,Apartamentos,89.0,180000.0,3,1,1,São Cristóvão
1275,Apartamentos,50.0,160000.0,2,1,1,Gurupi
1276,Casas,200.0,400000.0,4,1,3,Vale Quem Tem
1277,Casas,390.0,500000.0,3,1,5,Santa Isabel
1279,Apartamentos,80.0,260000.0,3,1,1,Santa Isabel
1280,Apartamentos,115.0,265000.0,3,3,1,Horto
1281,Apartamentos,200.0,2100000.0,4,4,3,Fátima
1282,Apartamentos,59.0,327644.0,3,2,1,São Cristóvão
1284,Casas,300.0,450000.0,4,4,5,Tabuleta
1285,Casas,193.0,700000.0,3,4,5,Horto
1286,Casas,400.0,630000.0,4,5,4,São Cristóvão
1287,Casas,152.0,780000.0,4,4,2,Socopo
1288,Apartamentos,62.0,300000.0,3,2,1,Recanto das Palmeiras
1289,Apartamentos,73.0,180000.0,3,2,2,Ilhotas
1290,Apartamentos,46.0,130000.0,2,1,1,Centro
1291,Apartamentos,32.0,288000.0,1,1,1,Horto
1292,Casas,520.0,2400000.0,3,3,4,Uruguai
1293,Casas,277.0,880000.0,2,3,2,Lourival Parente
1295,Casas,250.0,1200000.0,3,1,1,Centro
1296,Apartamentos,64.0,280000.0,3,1,1,Gurupi
1297,Apartamentos,52.0,220000.0,2,2,1,Uruguai
1298,Apartamentos,47.0,140000.0,2,1,1,Satélite
1299,Casas,143.0,400000.0,3,1,2,Vale Quem Tem
1300,Casas,384.0,450000.0,3,1,3,Vila Operária
1301,Casas,76.0,420000.0,2,3,2,Morada Nova
1302,Apartamentos,67.0,420000.0,3,3,2,Fátima
1303,Apartamentos,69.0,310000.0,3,2,1,Gurupi
1304,Apartamentos,80.0,250000.0,3,3,2,São Cristóvão
1305,Apartamentos,37.0,185490.0,2,1,1,Uruguai
1306,Casas,250.0,300000.0,5,4,1,Vale Quem Tem
1307,Apartamentos,50.0,140000.0,2,2,1,Parque Sul
1308,Casas,200.0,190000.0,4,1,1,Bela Vista
1309,Casas,450.0,1200000.0,3,2,4,São Cristóvão
1310,Apartamentos,74.0,440000.0,3,2,1,Santa Isabel
1311,Apartamentos,65.0,300000.0,3,3,1,Uruguai
1312,Apartamentos,46.0,135673.0,2,1,1,Morros
1313,Apartamentos,151.0,340000.0,3,1,1,São Cristóvão
1314,Apartamentos,126.0,720000.0,3,1,2,Fátima
1315,Casas,429.0,500000.0,3,1,4,Santa Isabel
1316,Apartamentos,67.0,290000.0,2,1,1,Fátima
1317,Apartamentos,227.0,2300000.0,4,1,1,Jóquei
1318,Apartamentos,103.0,300000.0,3,1,1,Parque Poti
1319,Apartamentos,50.0,110000.0,2,1,1,Parque Ideal
1320,Casas,183.0,1000000.0,4,1,1,Ininga
1321,Apartamentos,200.0,1260000.0,4,1,4,Jóquei
1322,Apartamentos,145.0,800000.0,3,3,2,Recanto das Palmeiras
1323,Apartamentos,55.0,250000.0,2,2,1,Cristo Rei
1324,Apartamentos,66.0,260000.0,3,2,2,Centro
1325,Apartamentos,59.0,350000.0,2,1,1,Horto
1326,Casas,170.0,450000.0,3,3,3,Saci
1327,Apartamentos,77.0,270000.0,3,3,1,Campestre
1328,Apartamentos,48.0,140000.0,2,1,1,Santa Maria
1329,Casas,229.0,1350000.0,3,2,3,Uruguai
1330,Casas,402.0,1500000.0,5,5,5,Fátima
1331,Apartamentos,127.0,1200000.0,3,1,2,Fátima
1333,Apartamentos,73.0,230000.0,3,2,1,Piçarreira
1334,Apartamentos,187.0,1207000.0,4,3,3,Noivos
1335,Casas,200.0,590000.0,4,3,4,Satélite
1336,Apartamentos,70.0,170000.0,3,2,1,Santa Luzia
1337,Casas,160.0,310000.0,3,2,2,Mocambinho
1338,Casas,352.0,680000.0,4,5,5,Centro
1339,Apartamentos,73.0,390000.0,3,2,2,Triunfo
1340,Apartamentos,127.0,1150000.0,3,3,2,Fátima
1341,Casas,72.0,240000.0,3,2,2,Aroeiras
1342,Casas,103.0,290000.0,3,2,4,São Sebastião
1343,Apartamentos,119.0,600000.0,3,2,2,Fátima
1344,Casas,58.0,169900.0,2,1,1,Aroeiras
1346,Casas,70.0,233000.0,3,2,1,Uruguai
1347,Apartamentos,303.0,2750000.0,4,5,4,Fátima
1350,Apartamentos,85.0,529000.0,3,3,2,Santa Isabel
1351,Apartamentos,179.0,2045958.0,4,5,3,Jóquei
1352,Casas,270.0,1750000.0,4,4,2,Tabajaras
1353,Casas,135.0,700000.0,3,2,2,Uruguai
1354,Apartamentos,74.0,470000.0,2,2,2,Santa Isabel
1356,Apartamentos,64.0,390000.0,3,2,2,Cristo Rei
1357,Casas,61.0,165311.0,2,1,2,Morros
1358,Casas,300.0,1800000.0,4,5,2,Gurupi
1359,Apartamentos,84.0,520000.0,2,4,2,Jóquei
1360,Apartamentos,71.0,370000.0,3,2,2,São João
1361,Apartamentos,84.0,380000.0,3,2,2,Horto
1362,Casas,186.0,995000.0,4,3,2,Ininga
1363,Apartamentos,137.0,900000.0,3,4,2,Jóquei
1364,Apartamentos,65.0,210000.0,3,1,2,Uruguai
1365,Apartamentos,161.0,1250000.0,3,3,2,Fátima
1366,Apartamentos,80.0,750000.0,3,2,2,Jóquei
1367,Apartamentos,60.0,340000.0,2,2,2,Ininga
1368,Casas,100.0,600000.0,3,1,2,Santa Isabel
1369,Casas,322.0,1299000.0,4,4,2,Ininga
1370,Apartamentos,72.0,380000.0,3,2,2,São João
1371,Casas,210.0,1150000.0,4,4,2,Morros
1372,Casas,110.0,550000.0,4,4,2,Morros
1373,Casas,246.0,1500000.0,3,4,2,Uruguai
1374,Casas,130.0,661000.0,3,3,2,Vale Quem Tem
1375,Casas,460.0,1800000.0,4,5,2,São Cristóvão
1376,Casas,210.0,1150000.0,4,4,2,Morros
1377,Casas,287.0,850000.0,5,5,2,São João
1378,Apartamentos,75.0,435000.0,3,4,2,Horto
1379,Casas,200.0,180000.0,2,1,2,Vale Quem Tem
1380,Apartamentos,182.0,980000.0,4,4,2,Horto
1381,Casas,200.0,390000.0,3,1,2,Itararé
1382,Apartamentos,32.0,297600.0,1,2,2,Horto
1383,Casas,287.0,850000.0,5,5,2,São João
1384,Casas,186.0,995000.0,4,4,2,Ininga
1385,Casas,100.0,400000.0,3,1,2,Aeroporto
1386,Apartamentos,66.0,335000.0,3,1,2,Uruguai
1387,Casas,180.0,1150000.0,4,5,2,Horto
1388,Apartamentos,110.0,290000.0,3,2,2,São Pedro
1389,Apartamentos,60.0,200000.0,3,2,2,Vale Quem Tem
1390,Casas,200.0,590000.0,4,3,2,Satélite
1392,Casas,400.0,1300000.0,4,4,2,Gurupi
1393,Casas,200.0,120000.0,2,1,2,Memorare
1395,Casas,175.0,890000.0,4,5,2,Gurupi
1396,Casas,390.0,720000.0,5,4,2,Ininga
1397,Casas,370.0,845000.0,5,4,2,Ininga
1398,Apartamentos,55.0,147000.0,2,2,2,Colorado
1400,Apartamentos,46.0,140000.0,2,1,2,Centro
1401,Apartamentos,79.0,735000.0,2,3,2,Fátima
1519,Casas,387.0,820000.0,3,3,4,Noivos
1520,Apartamentos,75.0,435000.0,3,4,2,Horto
1521,Apartamentos,79.0,735000.0,2,3,2,Fátima
1522,Casas,200.0,120000.0,2,1,2,Itararé
1524,Apartamentos,60.0,200000.0,3,2,2,Santa Lia
1526,Apartamentos,60.0,280000.0,2,2,1,Uruguai
1527,Apartamentos,74.0,450000.0,3,2,2,Horto
1528,Apartamentos,72.0,398000.0,3,3,2,Noivos
1529,Casas,580.0,700000.0,3,3,4,Horto
1530,Apartamentos,62.0,275000.0,3,2,1,Planalto
1531,Apartamentos,75.0,290000.0,3,2,1,Piçarreira
1532,Apartamentos,66.0,315000.0,3,2,1,Gurupi
1533,Apartamentos,67.0,240000.0,3,2,1,Noivos
1534,Apartamentos,59.0,576304.0,1,1,1,Jóquei
1536,Apartamentos,60.0,185000.0,3,2,1,Vale Quem Tem
1537,Casas,145.0,700000.0,4,4,2,Morros
1538,Casas,124.0,900000.0,3,3,1,Piçarra
1539,Apartamentos,70.0,330000.0,3,1,1,Ininga
1540,Casas,250.0,1750000.0,4,4,2,Uruguai
1541,Casas,280.0,450000.0,3,3,3,Bela Vista
1542,Apartamentos,62.0,340000.0,3,2,2,São João
1543,Apartamentos,56.0,272100.0,2,2,1,Nossa Senhora das Graças
1544,Apartamentos,82.0,650000.0,3,4,2,Jóquei
1545,Apartamentos,45.0,199000.0,2,2,1,Uruguai
1546,Apartamentos,55.0,160000.0,2,1,1,Colorado
1547,Casas,160.0,750000.0,4,4,2,Samapi
1548,Apartamentos,77.0,370000.0,2,3,1,Campestre
1549,Apartamentos,80.0,560000.0,3,4,2,Horto
1550,Apartamentos,106.0,850000.0,3,4,2,Horto
1551,Apartamentos,72.0,460000.0,2,3,2,São Cristóvão
1552,Apartamentos,105.0,687000.0,3,1,2,Fátima
1553,Apartamentos,105.0,650000.0,3,2,2,Fátima
1554,Apartamentos,77.0,250000.0,3,3,1,Santa Isabel
1555,Apartamentos,110.0,290000.0,3,2,2,São Pedro
1556,Casas,200.0,590000.0,4,4,4,Satélite
1557,Apartamentos,60.0,250000.0,2,2,1,Campestre
1558,Casas,147.0,900000.0,4,3,4,Ininga
1560,Casas,228.0,1100000.0,4,4,5,Centro
1561,Casas,186.0,900000.0,4,1,2,Ininga
1562,Casas,130.0,330000.0,3,2,2,Porto do Centro
1563,Casas,393.0,700000.0,3,3,1,Centro
1564,Casas,250.0,1750000.0,4,4,2,Uruguai
1565,Casas,130.0,330000.0,3,1,2,Porto do Centro
1566,Casas,160.0,590000.0,3,2,3,Horto
1567,Apartamentos,190.0,850000.0,3,4,2,Ininga
1568,Casas,220.0,700000.0,5,4,4,Itararé
1569,Apartamentos,60.0,340000.0,2,2,1,Ininga
1570,Casas,61.0,160000.0,2,1,1,Verdecap
1571,Apartamentos,58.0,272269.0,2,1,2,Aeroporto
1572,Apartamentos,55.0,230000.0,2,2,1,Jóquei
1573,Apartamentos,82.0,700000.0,3,4,2,Ininga
1574,Casas,369.0,950000.0,5,2,5,Santa Isabel
1575,Casas,166.0,800000.0,3,3,2,Uruguai
1576,Casas,190.0,350000.0,4,3,1,Saci
1577,Apartamentos,132.0,830000.0,3,2,2,Fátima
1578,Casas,450.0,1200000.0,5,5,2,São João
1579,Apartamentos,58.0,155000.0,2,1,1,Uruguai
1580,Casas,180.0,987000.0,3,4,2,Núcleo Urbano Fazenda Real
1581,Apartamentos,44.0,110000.0,2,1,1,Santa Maria
1582,Casas,147.0,900000.0,4,4,4,Ininga
1583,Apartamentos,75.0,420000.0,3,2,1,Santa Isabel
1584,Apartamentos,130.0,920000.0,3,1,2,Fátima
1585,Apartamentos,52.0,150000.0,2,1,1,Itararé
1586,Apartamentos,168.0,1600000.0,3,3,2,Jóquei
1587,Casas,424.0,1300000.0,4,5,4,Morros
1588,Apartamentos,136.0,1395000.0,4,5,2,Fátima
1589,Apartamentos,85.0,535000.0,3,2,2,Ilhotas
1590,Apartamentos,85.0,460000.0,3,2,2,Ilhotas
1591,Apartamentos,80.0,750000.0,3,2,2,Jóquei
1592,Apartamentos,130.0,770000.0,3,2,2,Fátima
1593,Apartamentos,86.0,562990.0,3,4,2,Jóquei
1594,Apartamentos,64.0,180000.0,3,2,1,Uruguai
1595,Apartamentos,99.0,280000.0,3,2,1,Macaúba
1596,Apartamentos,119.0,950000.0,3,5,2,Fátima
1597,Casas,390.0,400000.0,4,2,3,Porto do Centro
1598,Apartamentos,142.0,1159400.0,3,4,4,São Cristóvão
1599,Apartamentos,102.0,750000.0,2,2,2,Jóquei
1600,Casas,188.0,310000.0,2,3,3,Frei Higino
1602,Apartamentos,81.0,730000.0,3,2,2,Ininga
1603,Apartamentos,107.0,550000.0,3,2,2,Ininga
1604,Casas,160.0,680000.0,4,5,2,Morros
1605,Casas,151.0,780000.0,5,5,2,Samapi
1606,Apartamentos,32.0,288000.0,1,1,1,Horto
1607,Casas,260.0,750000.0,5,5,1,Santa Isabel
1608,Casas,98.0,415165.0,3,3,2,Morros
1609,Casas,77.0,289665.0,3,3,2,Morros
1610,Apartamentos,74.0,500000.0,3,2,1,Horto
1611,Apartamentos,63.0,267000.0,3,2,2,Jóquei
1612,Apartamentos,196.0,280000.0,3,1,1,Aeroporto
1613,Apartamentos,84.0,220000.0,2,1,1,São João
1614,Apartamentos,75.0,470000.0,2,1,1,Santa Isabel
1615,Apartamentos,48.0,190000.0,2,1,1,Cidade Jardim
1616,Apartamentos,60.0,285000.0,2,3,1,Santa Isabel
1617,Casas,174.0,900000.0,4,4,2,Piçarreira
1618,Apartamentos,162.0,700000.0,3,2,2,Frei Serafim
1619,Apartamentos,76.0,370000.0,3,2,2,Morros
1622,Casas,93.0,270000.0,3,3,3,Verde Lar
1623,Apartamentos,47.0,140000.0,2,1,2,Cidade Nova
1624,Apartamentos,70.0,280000.0,2,2,2,Satélite
1625,Apartamentos,56.0,254053.0,2,2,2,Uruguai
1626,Apartamentos,47.0,211000.0,2,1,1,Cristo Rei
1627,Apartamentos,142.0,1139000.0,3,4,3,São Cristóvão
1628,Apartamentos,53.0,296690.0,2,2,1,São Cristóvão
1629,Casas,130.0,330000.0,3,3,2,Porto do Centro
1630,Casas,200.0,279000.0,3,1,1,Extrema
1631,Casas,60.0,170000.0,2,1,1,Verde Lar
1632,Casas,60.0,130000.0,2,2,2,Parque Poti
1633,Casas,200.0,350000.0,3,2,3,Itararé
1634,Casas,107.0,557180.0,4,4,2,Morros
1635,Apartamentos,48.0,145000.0,2,1,1,Parque Ideal
1636,Apartamentos,141.0,1400000.0,3,3,2,Fátima
1637,Casas,250.0,600000.0,4,3,4,São Cristóvão
1638,Casas,220.0,630000.0,3,4,4,Santa Isabel
1639,Apartamentos,77.0,395000.0,3,2,1,Uruguai
1640,Apartamentos,69.0,290000.0,3,2,1,Morada do Sol
1641,Apartamentos,225.0,2163000.0,4,5,4,Jóquei
1642,Apartamentos,142.0,1139000.0,3,1,3,São Cristóvão
1643,Apartamentos,118.0,950000.0,3,5,2,São Cristóvão
1644,Casas,120.0,580000.0,4,1,4,Satélite
1645,Apartamentos,225.0,2250000.0,4,5,3,Jóquei
1646,Casas,130.0,330000.0,3,3,2,Porto do Centro
1647,Apartamentos,39.0,208000.0,2,1,1,Gurupi
1648,Apartamentos,55.0,180000.0,2,1,1,Piçarreira
1649,Apartamentos,187.0,1210000.0,4,4,3,Noivos
1650,Casas,375.0,2000000.0,3,3,2,Tabajaras
1651,Apartamentos,65.0,220000.0,3,2,1,Vale Quem Tem
1652,Apartamentos,78.0,498100.0,3,2,2,Monte Castelo
1653,Apartamentos,438.0,2990000.0,4,5,4,Jóquei
1654,Casas,134.0,750000.0,3,4,2,Morros
1655,Apartamentos,61.0,410000.0,1,1,1,Jóquei
1656,Apartamentos,68.0,230000.0,3,2,1,Recanto das Palmeiras
1657,Casas,520.0,2400000.0,3,3,4,Uruguai
1658,Casas,400.0,2900000.0,5,5,2,Tabajaras
1659,Casas,120.0,250000.0,3,2,1,Mafuá
1660,Apartamentos,45.0,135000.0,2,1,1,Vale do Gavião
1661,Casas,319.0,400000.0,2,2,3,Buenos Aires
1662,Apartamentos,92.0,600000.0,3,4,2,Jóquei
1663,Apartamentos,53.0,258865.0,2,1,1,Jóquei
1664,Apartamentos,60.0,300000.0,2,2,1,Morros
1665,Apartamentos,130.0,330000.0,3,3,2,Porto do Centro
1666,Apartamentos,58.0,296023.0,2,1,2,Jóquei
1667,Apartamentos,47.0,140000.0,2,1,2,Cidade Nova
1668,Casas,186.0,995000.0,4,4,4,Ininga
1669,Casas,90.0,330000.0,2,1,2,Vale Quem Tem
1670,Casas,160.0,670000.0,4,4,2,Socopo
1671,Apartamentos,70.0,490000.0,3,1,2,Uruguai
1672,Apartamentos,225.0,2233200.0,5,5,4,Ininga
1673,Casas,375.0,1900000.0,4,5,5,Tabajaras
1674,Casas,181.0,1100000.0,5,5,4,Ininga
1675,Apartamentos,67.0,215000.0,2,2,1,São Cristóvão
1676,Casas,150.0,600000.0,3,2,2,Centro
1677,Casas,98.0,275000.0,2,1,2,São Sebastião
1678,Casas,450.0,800000.0,4,4,5,Santa Isabel
1679,Apartamentos,64.0,270000.0,3,2,1,Noivos
1680,Apartamentos,47.0,165000.0,2,1,1,Morada do Sol
1681,Apartamentos,49.0,284302.0,2,2,1,Cidade Nova
1682,Apartamentos,130.0,700000.0,3,4,2,Jóquei
1683,Casas,250.0,570000.0,4,4,5,Fátima
1684,Apartamentos,68.0,290000.0,3,2,1,Piçarreira
1685,Apartamentos,53.0,290000.0,2,2,1,São Cristóvão
1686,Apartamentos,70.0,410433.0,3,2,2,Cabral
1687,Casas,227.0,1200000.0,3,4,4,Mafuá
1688,Apartamentos,64.0,180000.0,3,2,1,Gurupi
1689,Apartamentos,77.0,390000.0,2,2,2,Noivos
1691,Apartamentos,75.0,355500.0,3,2,2,Santa Isabel
1692,Apartamentos,73.0,395000.0,3,3,1,Fátima
1693,Casas,379.0,2000000.0,3,3,4,Tabajaras
1694,Apartamentos,68.0,250000.0,2,2,1,Ininga
1695,Apartamentos,85.0,720000.0,3,2,2,Ininga
1696,Casas,46.0,180000.0,2,1,1,Mocambinho
1698,Casas,152.0,800000.0,4,5,2,Samapi
1699,Casas,200.0,850000.0,4,4,2,Santa Isabel
1700,Apartamentos,160.0,1600000.0,3,4,3,Jóquei
1701,Casas,400.0,1300000.0,4,4,2,Gurupi
1702,Casas,200.0,850000.0,4,4,2,Santa Isabel
1703,Apartamentos,77.0,250000.0,3,2,1,Santa Isabel
1704,Casas,200.0,700000.0,3,4,4,São Cristóvão
1705,Casas,440.0,1300000.0,4,5,4,Socopo
1706,Casas,180.0,780000.0,4,5,2,Morros
1707,Casas,400.0,1300000.0,4,4,2,Gurupi
1708,Casas,152.0,800000.0,4,5,2,Samapi
1709,Casas,440.0,1300000.0,4,5,4,Socopo
1710,Casas,240.0,750000.0,4,4,5,Morada do Sol
1711,Apartamentos,75.0,164000.0,3,1,2,Ininga
1712,Apartamentos,80.0,560000.0,3,3,2,Horto
1713,Casas,60.0,170000.0,2,1,1,Vale do Gavião
1714,Casas,175.0,890000.0,4,5,4,Gurupi
1715,Casas,182.0,980000.0,4,4,2,Horto
1716,Casas,104.0,490000.0,3,3,2,Uruguai
1717,Casas,200.0,500000.0,3,2,2,Memorare
1718,Casas,244.0,480000.0,4,2,3,Aeroporto
1719,Apartamentos,168.0,540000.0,3,2,1,Frei Serafim
1720,Casas,151.0,750000.0,4,4,2,Gurupi
1721,Apartamentos,47.0,159900.0,2,1,1,Parque Ideal
1722,Casas,77.0,311000.0,3,2,2,Pedra Mole
1723,Apartamentos,72.0,420000.0,3,2,2,Recanto das Palmeiras
